strain_entity_id,outer_fold,control_type,seed,replicate,cosine_TRUE_control,embedding_displacement,l2_distance,fold_matched_lineage95_encoder,phenotype_labels_used,encoder_retrained,encoder_finetuned
STRAIN_000396,1,GLOBAL_CONTIG,442,5,0.6047259569168091,0.3952740430831909,0.8891277313232422,True,False,False,False
STRAIN_000397,1,GLOBAL_CONTIG,42,1,0.5947536826133728,0.4052463173866272,0.9002736210823059,True,False,False,False
STRAIN_000397,1,GLOBAL_CONTIG,142,2,0.5988998413085938,0.40110015869140625,0.895656406879425,True,False,False,False
STRAIN_000397,1,GLOBAL_CONTIG,242,3,0.6011486053466797,0.3988513946533203,0.8931421041488647,True,False,False,False
STRAIN_000397,1,GLOBAL_CONTIG,342,4,0.5892238616943359,0.41077613830566406,0.9063951969146729,True,False,False,False
STRAIN_000397,1,GLOBAL_CONTIG,442,5,0.6022895574569702,0.3977104425430298,0.8918637037277222,True,False,False,False
STRAIN_000399,1,GLOBAL_CONTIG,42,1,0.7483468055725098,0.25165319442749023,0.7094409465789795,True,False,False,False
STRAIN_000399,1,GLOBAL_CONTIG,142,2,0.738142192363739,0.261857807636261,0.7236819267272949,True,False,False,False
STRAIN_000399,1,GLOBAL_CONTIG,242,3,0.7234348058700562,0.27656519412994385,0.743727445602417,True,False,False,False
STRAIN_000399,1,GLOBAL_CONTIG,342,4,0.7269256114959717,0.2730743885040283,0.7390186786651611,True,False,False,False
STRAIN_000399,1,GLOBAL_CONTIG,442,5,0.7303613424301147,0.26963865756988525,0.734355092048645,True,False,False,False
