_registry_row,strain_entity_id,current_genome_key,registry_accession_candidates,registry_accession_bases,n_accession_candidates,accession_source_columns
148,STRAIN_000149,GCF_000026485.1,GCF_000026485.1 | GCA_000026485.1,GCF_000026485 | GCA_000026485,2,"GCF_000026485.1:current_genome_key,primary_accession,gcf_accession || GCA_000026485.1:gca_accession,local_genome_files"
149,STRAIN_000150,GCF_000026505.1,GCF_000026505.1 | GCA_000026505.1,GCF_000026505 | GCA_000026505,2,"GCF_000026505.1:current_genome_key,primary_accession,gcf_accession || GCA_000026505.1:gca_accession,local_genome_files"
150,STRAIN_000151,GCF_000026525.1,GCF_000026525.1 | GCA_000026525.1,GCF_000026525 | GCA_000026525,2,"GCF_000026525.1:current_genome_key,primary_accession,gcf_accession || GCA_000026525.1:gca_accession,local_genome_files"
151,STRAIN_000152,GCF_000046845.1,GCF_000046845.1 | GCA_000046845.1,GCF_000046845 | GCA_000046845,2,"GCF_000046845.1:current_genome_key,primary_accession,gcf_accession || GCA_000046845.1:gca_accession,local_genome_files"
152,STRAIN_000153,GCF_000056065.1,GCF_000056065.1 | GCA_000056065.1,GCF_000056065 | GCA_000056065,2,"GCF_000056065.1:current_genome_key,primary_accession,gcf_accession || GCA_000056065.1:gca_accession,local_genome_files"
153,STRAIN_000154,GCF_000091725.1,GCF_000091725.1 | GCA_000091725.1,GCF_000091725 | GCA_000091725,2,"GCF_000091725.1:current_genome_key,primary_accession,gcf_accession || GCA_000091725.1:gca_accession,local_genome_files"
154,STRAIN_000155,GCF_000092325.1,GCF_000092325.1 | GCA_000092325.1,GCF_000092325 | GCA_000092325,2,"GCF_000092325.1:current_genome_key,primary_accession,gcf_accession || GCA_000092325.1:gca_accession,local_genome_files"
155,STRAIN_000156,GCF_000092765.1,GCF_000092765.1 | GCA_000092765.1,GCF_000092765 | GCA_000092765,2,"GCF_000092765.1:current_genome_key,primary_accession,gcf_accession || GCA_000092765.1:gca_accession,local_genome_files"
156,STRAIN_000157,GCF_000143205.1,GCF_000143205.1 | GCA_000143205.1,GCF_000143205 | GCA_000143205,2,"GCF_000143205.1:current_genome_key,primary_accession,gcf_accession || GCA_000143205.1:gca_accession,local_genome_files"
157,STRAIN_000158,GCF_000143435.1,GCF_000143435.1 | GCA_000143435.1,GCF_000143435 | GCA_000143435,2,"GCF_000143435.1:current_genome_key,primary_accession,gcf_accession || GCA_000143435.1:gca_accession,local_genome_files"
158,STRAIN_000159,GCF_000143745.1,GCF_000143745.1 | GCA_000143745.1,GCF_000143745 | GCA_000143745,2,"GCF_000143745.1:current_genome_key,primary_accession,gcf_accession || GCA_000143745.1:gca_accession,local_genome_files"
159,STRAIN_000160,GCF_000145235.1,GCF_000145235.1 | GCA_000145235.1,GCF_000145235 | GCA_000145235,2,"GCF_000145235.1:current_genome_key,primary_accession,gcf_accession || GCA_000145235.1:gca_accession,local_genome_files"
160,STRAIN_000161,GCF_000146775.1,GCF_000146775.1 | GCA_000146775.1,GCF_000146775 | GCA_000146775,2,"GCF_000146775.1:current_genome_key,primary_accession,gcf_accession || GCA_000146775.1:gca_accession,local_genome_files"
161,STRAIN_000162,GCF_000148815.2,GCF_000148815.2 | GCA_000148815.2,GCF_000148815 | GCA_000148815,2,"GCF_000148815.2:current_genome_key,primary_accession,gcf_accession || GCA_000148815.2:gca_accession,local_genome_files"
162,STRAIN_000163,GCF_000154085.1,GCF_000154085.1 | GCA_000154085.1,GCF_000154085 | GCA_000154085,2,"GCF_000154085.1:current_genome_key,primary_accession,gcf_accession || GCA_000154085.1:gca_accession,local_genome_files"
163,STRAIN_000164,GCF_000154765.2,GCF_000154765.2 | GCA_000154765.2,GCF_000154765 | GCA_000154765,2,"GCF_000154765.2:current_genome_key,primary_accession,gcf_accession || GCA_000154765.2:gca_accession,local_genome_files"
164,STRAIN_000165,GCF_000155355.1,GCF_000155355.1 | GCA_000155355.1,GCF_000155355 | GCA_000155355,2,"GCF_000155355.1:current_genome_key,primary_accession,gcf_accession || GCA_000155355.1:gca_accession,local_genome_files"
165,STRAIN_000166,GCF_000155375.1,GCF_000155375.1 | GCA_000155375.1,GCF_000155375 | GCA_000155375,2,"GCF_000155375.1:current_genome_key,primary_accession,gcf_accession || GCA_000155375.1:gca_accession,local_genome_files"
166,STRAIN_000167,GCF_000155395.1,GCF_000155395.1 | GCA_000155395.1,GCF_000155395 | GCA_000155395,2,"GCF_000155395.1:current_genome_key,primary_accession,gcf_accession || GCA_000155395.1:gca_accession,local_genome_files"
167,STRAIN_000168,GCF_000155515.2,GCF_000155515.2 | GCA_000155515.2,GCF_000155515 | GCA_000155515,2,"GCF_000155515.2:current_genome_key,primary_accession,gcf_accession || GCA_000155515.2:gca_accession,local_genome_files"
168,STRAIN_000169,GCF_000158015.1,GCF_000158015.1 | GCA_000158015.1,GCF_000158015 | GCA_000158015,2,"GCF_000158015.1:current_genome_key,primary_accession,gcf_accession || GCA_000158015.1:gca_accession,local_genome_files"
169,STRAIN_000170,GCF_000159215.1,GCF_000159215.1 | GCA_000159215.1,GCF_000159215 | GCA_000159215,2,"GCF_000159215.1:current_genome_key,primary_accession,gcf_accession || GCA_000159215.1:gca_accession,local_genome_files"
170,STRAIN_000171,GCF_000159395.1,GCF_000159395.1 | GCA_000159395.1,GCF_000159395 | GCA_000159395,2,"GCF_000159395.1:current_genome_key,primary_accession,gcf_accession || GCA_000159395.1:gca_accession,local_genome_files"
171,STRAIN_000172,GCF_000159455.2,GCF_000159455.2 | GCA_000159455.2,GCF_000159455 | GCA_000159455,2,"GCF_000159455.2:current_genome_key,primary_accession,gcf_accession || GCA_000159455.2:gca_accession,local_genome_files"
172,STRAIN_000173,GCF_000159715.1,GCF_000159715.1 | GCA_000159715.1,GCF_000159715 | GCA_000159715,2,"GCF_000159715.1:current_genome_key,primary_accession,gcf_accession || GCA_000159715.1:gca_accession,local_genome_files"
173,STRAIN_000174,GCF_000160715.1,GCF_000160715.1 | GCA_000160715.1,GCF_000160715 | GCA_000160715,2,"GCF_000160715.1:current_genome_key,primary_accession,gcf_accession || GCA_000160715.1:gca_accession,local_genome_files"
174,STRAIN_000175,GCF_000164965.1,GCF_000164965.1 | GCA_000164965.1,GCF_000164965 | GCA_000164965,2,"GCF_000164965.1:current_genome_key,primary_accession,gcf_accession || GCA_000164965.1:gca_accession,local_genome_files"
175,STRAIN_000176,GCF_000165775.1,GCF_000165775.1 | GCA_000165775.3,GCF_000165775 | GCA_000165775,2,"GCF_000165775.1:current_genome_key,primary_accession,gcf_accession || GCA_000165775.3:gca_accession,local_genome_files"
176,STRAIN_000177,GCF_000165885.1,GCF_000165885.1 | GCA_000165885.1,GCF_000165885 | GCA_000165885,2,"GCF_000165885.1:current_genome_key,primary_accession,gcf_accession || GCA_000165885.1:gca_accession,local_genome_files"
177,STRAIN_000178,GCF_000165905.1,GCF_000165905.1 | GCA_000165905.1,GCF_000165905 | GCA_000165905,2,"GCF_000165905.1:current_genome_key,primary_accession,gcf_accession || GCA_000165905.1:gca_accession,local_genome_files"
178,STRAIN_000179,GCF_000166315.1,GCF_000166315.1 | GCA_000166315.1,GCF_000166315 | GCA_000166315,2,"GCF_000166315.1:current_genome_key,primary_accession,gcf_accession || GCA_000166315.1:gca_accession,local_genome_files"
179,STRAIN_000180,GCF_000168255.1,GCF_000168255.1 | GCA_000168255.1,GCF_000168255 | GCA_000168255,2,"GCF_000168255.1:current_genome_key,primary_accession,gcf_accession || GCA_000168255.1:gca_accession,local_genome_files"
180,STRAIN_000181,GCF_000173255.5,GCF_000173255.5 | GCA_000173255.3,GCF_000173255 | GCA_000173255,2,"GCF_000173255.5:current_genome_key,primary_accession,gcf_accession || GCA_000173255.3:gca_accession,local_genome_files"
181,STRAIN_000182,GCF_000175935.2,GCF_000175935.2 | GCA_000175935.2,GCF_000175935 | GCA_000175935,2,"GCF_000175935.2:current_genome_key,primary_accession,gcf_accession || GCA_000175935.2:gca_accession,local_genome_files"
182,STRAIN_000183,GCF_000182835.1,GCF_000182835.1 | GCA_000182835.1,GCF_000182835 | GCA_000182835,2,"GCF_000182835.1:current_genome_key,primary_accession,gcf_accession || GCA_000182835.1:gca_accession,local_genome_files"
183,STRAIN_000184,GCF_000182875.1,GCF_000182875.1 | GCA_000182875.1,GCF_000182875 | GCA_000182875,2,"GCF_000182875.1:current_genome_key,primary_accession,gcf_accession || GCA_000182875.1:gca_accession,local_genome_files"
184,STRAIN_000185,GCF_000186085.1,GCF_000186085.1 | GCA_000186085.1,GCF_000186085 | GCA_000186085,2,"GCF_000186085.1:current_genome_key,primary_accession,gcf_accession || GCA_000186085.1:gca_accession,local_genome_files"
185,STRAIN_000186,GCF_000187705.1,GCF_000187705.1 | GCA_000187705.1,GCF_000187705 | GCA_000187705,2,"GCF_000187705.1:current_genome_key,primary_accession,gcf_accession || GCA_000187705.1:gca_accession,local_genome_files"
186,STRAIN_000187,GCF_000189515.1,GCF_000189515.1 | GCA_000189515.1,GCF_000189515 | GCA_000189515,2,"GCF_000189515.1:current_genome_key,primary_accession,gcf_accession || GCA_000189515.1:gca_accession,local_genome_files"
187,STRAIN_000188,GCF_000191165.1,GCF_000191165.1 | GCA_000191165.1,GCF_000191165 | GCA_000191165,2,"GCF_000191165.1:current_genome_key,primary_accession,gcf_accession || GCA_000191165.1:gca_accession,local_genome_files"
188,STRAIN_000189,GCF_000192705.1,GCF_000192705.1 | GCA_000192705.1,GCF_000192705 | GCA_000192705,2,"GCF_000192705.1:current_genome_key,primary_accession,gcf_accession || GCA_000192705.1:gca_accession,local_genome_files"
189,STRAIN_000190,GCF_000194765.1,GCF_000194765.1 | GCA_000194765.1,GCF_000194765 | GCA_000194765,2,"GCF_000194765.1:current_genome_key,primary_accession,gcf_accession || GCA_000194765.1:gca_accession,local_genome_files"
190,STRAIN_000191,GCF_000194785.1,GCF_000194785.1 | GCA_000194785.1,GCF_000194785 | GCA_000194785,2,"GCF_000194785.1:current_genome_key,primary_accession,gcf_accession || GCA_000194785.1:gca_accession,local_genome_files"
191,STRAIN_000192,GCF_000195375.1,GCF_000195375.1 | GCA_000195375.2,GCF_000195375 | GCA_000195375,2,"GCF_000195375.1:current_genome_key,primary_accession,gcf_accession || GCA_000195375.2:gca_accession,local_genome_files"
192,STRAIN_000193,GCF_000195575.1,GCF_000195575.1 | GCA_000195575.1,GCF_000195575 | GCA_000195575,2,"GCF_000195575.1:current_genome_key,primary_accession,gcf_accession || GCA_000195575.1:gca_accession,local_genome_files"
193,STRAIN_000194,GCF_000195775.2,GCF_000195775.2 | GCA_000195775.2,GCF_000195775 | GCA_000195775,2,"GCF_000195775.2:current_genome_key,primary_accession,gcf_accession || GCA_000195775.2:gca_accession,local_genome_files"
194,STRAIN_000195,GCF_000196175.1,GCF_000196175.1 | GCA_000196175.1,GCF_000196175 | GCA_000196175,2,"GCF_000196175.1:current_genome_key,primary_accession,gcf_accession || GCA_000196175.1:gca_accession,local_genome_files"
195,STRAIN_000196,GCF_000196555.1,GCF_000196555.1 | GCA_000196555.1,GCF_000196555 | GCA_000196555,2,"GCF_000196555.1:current_genome_key,primary_accession,gcf_accession || GCA_000196555.1:gca_accession,local_genome_files"
196,STRAIN_000197,GCF_000196575.1,GCF_000196575.1 | GCA_000196575.1,GCF_000196575 | GCA_000196575,2,"GCF_000196575.1:current_genome_key,primary_accession,gcf_accession || GCA_000196575.1:gca_accession,local_genome_files"
197,STRAIN_000198,GCF_000196735.1,GCF_000196735.1 | GCA_000196735.1,GCF_000196735 | GCA_000196735,2,"GCF_000196735.1:current_genome_key,primary_accession,gcf_accession || GCA_000196735.1:gca_accession,local_genome_files"
198,STRAIN_000199,GCF_000203855.3,GCF_000203855.3 | GCA_000203855.3,GCF_000203855 | GCA_000203855,2,"GCF_000203855.3:current_genome_key,primary_accession,gcf_accession || GCA_000203855.3:gca_accession,local_genome_files"
199,STRAIN_000200,GCF_000210755.1,GCF_000210755.1 | GCA_000210755.1,GCF_000210755 | GCA_000210755,2,"GCF_000210755.1:current_genome_key,primary_accession,gcf_accession || GCA_000210755.1:gca_accession,local_genome_files"
200,STRAIN_000201,GCF_000214785.1,GCF_000214785.1 | GCA_000214785.1,GCF_000214785 | GCA_000214785,2,"GCF_000214785.1:current_genome_key,primary_accession,gcf_accession || GCA_000214785.1:gca_accession,local_genome_files"
201,STRAIN_000202,GCF_000219455.1,GCF_000219455.1 | GCA_000219455.1,GCF_000219455 | GCA_000219455,2,"GCF_000219455.1:current_genome_key,primary_accession,gcf_accession || GCA_000219455.1:gca_accession,local_genome_files"
202,STRAIN_000203,GCF_000219805.1,GCF_000219805.1 | GCA_000219805.1,GCF_000219805 | GCA_000219805,2,"GCF_000219805.1:current_genome_key,primary_accession,gcf_accession || GCA_000219805.1:gca_accession,local_genome_files"
203,STRAIN_000204,GCF_000220135.1,GCF_000220135.1 | GCA_000220135.1,GCF_000220135 | GCA_000220135,2,"GCF_000220135.1:current_genome_key,primary_accession,gcf_accession || GCA_000220135.1:gca_accession,local_genome_files"
204,STRAIN_000205,GCF_000220885.1,GCF_000220885.1 | GCA_000220885.1,GCF_000220885 | GCA_000220885,2,"GCF_000220885.1:current_genome_key,primary_accession,gcf_accession || GCA_000220885.1:gca_accession,local_genome_files"
205,STRAIN_000206,GCF_000224965.2,GCF_000224965.2 | GCA_000224965.2,GCF_000224965 | GCA_000224965,2,"GCF_000224965.2:current_genome_key,primary_accession,gcf_accession || GCA_000224965.2:gca_accession,local_genome_files"
206,STRAIN_000207,GCF_000225385.1,GCF_000225385.1 | GCA_000225385.2,GCF_000225385 | GCA_000225385,2,"GCF_000225385.1:current_genome_key,primary_accession,gcf_accession || GCA_000225385.2:gca_accession,local_genome_files"
207,STRAIN_000208,GCF_000226175.1,GCF_000226175.1 | GCA_000226175.2,GCF_000226175 | GCA_000226175,2,"GCF_000226175.1:current_genome_key,primary_accession,gcf_accession || GCA_000226175.2:gca_accession,local_genome_files"
208,STRAIN_000209,GCF_000226235.1,GCF_000226235.1 | GCA_000226235.1,GCF_000226235 | GCA_000226235,2,"GCF_000226235.1:current_genome_key,primary_accession,gcf_accession || GCA_000226235.1:gca_accession,local_genome_files"
209,STRAIN_000210,GCF_000227485.1,GCF_000227485.1 | GCA_000227485.1,GCF_000227485 | GCA_000227485,2,"GCF_000227485.1:current_genome_key,primary_accession,gcf_accession || GCA_000227485.1:gca_accession,local_genome_files"
210,STRAIN_000211,GCF_000235785.1,GCF_000235785.1 | GCA_000235785.2,GCF_000235785 | GCA_000235785,2,"GCF_000235785.1:current_genome_key,primary_accession,gcf_accession || GCA_000235785.2:gca_accession,local_genome_files"
211,STRAIN_000212,GCF_000236455.2,GCF_000236455.2 | GCA_000236455.2,GCF_000236455 | GCA_000236455,2,"GCF_000236455.2:current_genome_key,primary_accession,gcf_accession || GCA_000236455.2:gca_accession,local_genome_files"
212,STRAIN_000213,GCF_000236475.1,GCF_000236475.1 | GCA_000236475.1,GCF_000236475 | GCA_000236475,2,"GCF_000236475.1:current_genome_key,primary_accession,gcf_accession || GCA_000236475.1:gca_accession,local_genome_files"
213,STRAIN_000214,GCF_000247735.1,GCF_000247735.1 | GCA_000247735.2,GCF_000247735 | GCA_000247735,2,"GCF_000247735.1:current_genome_key,primary_accession,gcf_accession || GCA_000247735.2:gca_accession,local_genome_files"
214,STRAIN_000215,GCF_000248095.2,GCF_000248095.2 | GCA_000248095.3,GCF_000248095 | GCA_000248095,2,"GCF_000248095.2:current_genome_key,primary_accession,gcf_accession || GCA_000248095.3:gca_accession,local_genome_files"
215,STRAIN_000216,GCF_000253395.1,GCF_000253395.1 | GCA_000253395.1,GCF_000253395 | GCA_000253395,2,"GCF_000253395.1:current_genome_key,primary_accession,gcf_accession || GCA_000253395.1:gca_accession,local_genome_files"
216,STRAIN_000217,GCF_000260715.1,GCF_000260715.1 | GCA_000260715.1,GCF_000260715 | GCA_000260715,2,"GCF_000260715.1:current_genome_key,primary_accession,gcf_accession || GCA_000260715.1:gca_accession,local_genome_files"
217,STRAIN_000218,GCF_000262325.2,GCF_000262325.2 | GCA_000262325.2,GCF_000262325 | GCA_000262325,2,"GCF_000262325.2:current_genome_key,primary_accession,gcf_accession || GCA_000262325.2:gca_accession,local_genome_files"
218,STRAIN_000219,GCF_000262675.1,GCF_000262675.1 | GCA_000262675.1,GCF_000262675 | GCA_000262675,2,"GCF_000262675.1:current_genome_key,primary_accession,gcf_accession || GCA_000262675.1:gca_accession,local_genome_files"
219,STRAIN_000220,GCF_000265095.1,GCF_000265095.1 | GCA_000265095.1,GCF_000265095 | GCA_000265095,2,"GCF_000265095.1:current_genome_key,primary_accession,gcf_accession || GCA_000265095.1:gca_accession,local_genome_files"
220,STRAIN_000221,GCF_000269965.1,GCF_000269965.1 | GCA_000269965.1,GCF_000269965 | GCA_000269965,2,"GCF_000269965.1:current_genome_key,primary_accession,gcf_accession || GCA_000269965.1:gca_accession,local_genome_files"
221,STRAIN_000222,GCF_000277325.1,GCF_000277325.1 | GCA_000277325.1,GCF_000277325 | GCA_000277325,2,"GCF_000277325.1:current_genome_key,primary_accession,gcf_accession || GCA_000277325.1:gca_accession,local_genome_files"
222,STRAIN_000223,GCF_000277345.1,GCF_000277345.1 | GCA_000277345.1,GCF_000277345 | GCA_000277345,2,"GCF_000277345.1:current_genome_key,primary_accession,gcf_accession || GCA_000277345.1:gca_accession,local_genome_files"
223,STRAIN_000224,GCF_000283495.2,GCF_000283495.2 | GCA_000283495.2,GCF_000283495 | GCA_000283495,2,"GCF_000283495.2:current_genome_key,primary_accession,gcf_accession || GCA_000283495.2:gca_accession,local_genome_files"
224,STRAIN_000225,GCF_000283615.1,GCF_000283615.1 | GCA_000283615.1,GCF_000283615 | GCA_000283615,2,"GCF_000283615.1:current_genome_key,primary_accession,gcf_accession || GCA_000283615.1:gca_accession,local_genome_files"
225,STRAIN_000226,GCF_000286295.1,GCF_000286295.1 | GCA_000286295.1,GCF_000286295 | GCA_000286295,2,"GCF_000286295.1:current_genome_key,primary_accession,gcf_accession || GCA_000286295.1:gca_accession,local_genome_files"
226,STRAIN_000227,GCF_000304215.1,GCF_000304215.1 | GCA_000304215.1,GCF_000304215 | GCA_000304215,2,"GCF_000304215.1:current_genome_key,primary_accession,gcf_accession || GCA_000304215.1:gca_accession,local_genome_files"
227,STRAIN_000228,GCF_000309565.2,GCF_000309565.2 | GCA_000309565.2,GCF_000309565 | GCA_000309565,2,"GCF_000309565.2:current_genome_key,primary_accession,gcf_accession || GCA_000309565.2:gca_accession,local_genome_files"
228,STRAIN_000229,GCF_000312685.1,GCF_000312685.1 | GCA_000312685.1,GCF_000312685 | GCA_000312685,2,"GCF_000312685.1:current_genome_key,primary_accession,gcf_accession || GCA_000312685.1:gca_accession,local_genome_files"
229,STRAIN_000230,GCF_000318035.1,GCF_000318035.1 | GCA_000318035.1,GCF_000318035 | GCA_000318035,2,"GCF_000318035.1:current_genome_key,primary_accession,gcf_accession || GCA_000318035.1:gca_accession,local_genome_files"
230,STRAIN_000231,GCF_000321395.1,GCF_000321395.1 | GCA_000321395.1,GCF_000321395 | GCA_000321395,2,"GCF_000321395.1:current_genome_key,primary_accession,gcf_accession || GCA_000321395.1:gca_accession,local_genome_files"
